database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	AX1_GB5_01_10470	BD1_GA3_01_10459	BL2_GA5_01_10461	BR1_GB6_01_10471	Fusty_GC3_01_10476	KA1_GB1_01_10465	LP1_GB3_01_10467	NB1_GB8_01_10473	PA1_GA4_01_10460	PK1_GB7_01_10472	Rancid_GC2_01_10475	RB2_GB4_01_10469	RB4_GB2_01_10466	TP1_GA8_01_10464	EX1_GA2_01_10458	BL1_GA6_01_10462	YH1_GA7_01_10463	Musty_GC4_01_10477	RB1_GC1_01_10474
unknown				unknown	311.1806				13.58	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										91956.2776	166288.5055	106634.7328	133563.9807	96635.552	55839.39	223736.549	45574.496	78306.451	83021.032	47268.504	68120.864	119482.8549	82207.40286	102210.31	99551.925	130213.5497	74086.74467	139418.2996
unknown				unknown	311.1803				13.15	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										130997.7947	181966.1312	169282.438	153982.0155	613538.7346	154199.6116	167275.8585	108249.849	294087.288	189412.3247	71510.144	202027.536	652726.6452	117458.792	547498.6375	115545.436	175835.462	92225.272	98435.612
unknown				unknown	311.1803				15.35	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										53613.6	65168.86	92453.05	40240.32	59215.431	0	104961.3749	58319.527	65241.136	104971.3337	48180	72861.36	61752.922	62740.776	116494.404	68747.152	63205.362	67338.004	69331.02
unknown				unknown	311.1808				14.27	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										188038.168	146355.4811	238338.4815	150758.4467	100324.64	87640.38489	276737.941	180158.5516	173525.2491	65194.172	35577.976	172639.1771	94835.5584	78979.01	145915.4004	260619.6198	174587.509	92297.89333	107384.1467
unknown				unknown	311.1808				14.87	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										78649.344	62128.06	69246.156	59109.722	79454.268	44341.09867	85181.5536	103492.3584	79067.3184	83656.68267	53889.74	67208.6344	125947.9	124896.6788	61215.888	68288.774	67083.264	62384.544	85818.25
unknown	C18H32O4			unknown	311.2346				9.7	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										77001.162	8719.058667	11520.1536	282713.0912	24661.77267	636489.7176	2973.3088	714752.6726	37200.066	866050.8504	435782.17	45368.96933	31783.6224	209290.46	689226.898	21992.02923	7156.431333	40163.391	114349.98
unknown				unknown	311.2356				9.13	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										13065.052	1707.2008	2726.544	69114.822	1570.8816	180480.594	160.768	159755.2288	10789.088	348839.028	40797.544	9295.848	8393.051333	66956.45425	225074.4768	3897.7024	1776.418667	7534.624	31532.6624
unknown				unknown	311.2955				15.1	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										4902.5728	1225.995	1818.946	23784.26667	4551.876	301076.1364	1128.101	651176.79	1651.221	294488.205	530075.856	2263.212	2157.956	18400.048	82524.4056	1998.972	1890.437	10817.308	12459.7
CHEBI:28822	C20H40O2	CCCCCCCCCCCCCCCCCCCC(O)=O	"InChI=1S/C20H40O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h2-19H2,1H3,(H,21,22)"	Arachidic acid	311.3046				15.1	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										298088.4573	220815.0507	248269.7533	335053.94	436583.3127	1095457.414	251398.152	1217870.388	316818.5667	369550.4686	594076.9464	236346.6453	380015.162	791757.0057	285152.912	272923.344	272750.0303	583617.168	355660.354
unknown				unknown	312.184				1.89	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										163637.1176	300878.5967	279805.35	308384.624	261799.0615	231671.8412	201141.8406	215606.24	236050.4138	144696.672	139036.0757	187358.7785	219143.7815	249800.3766	757751.2615	257095.5822	248884.121	246013.888	278803.8345
unknown				unknown	312.1831				14.27	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										31447.53675	18609.525	12503.748	17643.80889	19334.18667	12422.40444	10891.392	12324.19467	10540.25	11010.4096	9719.9115	20392.74933	23804.21333	16012.4565	10575.51	12853.5088	23658.70109	17011.776	17570.358
unknown				unknown	312.1826				13.6	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										8480.853333	17301.74857	29439.60933	12982.71333	12416.99333	10541	9300.026667	5877.96	26583.7564	12985.896	8672.914286	14586.09133	7840.644	12757.62171	14419.062	10626.336	14562.1632	13599.4824	15490.78857
unknown				unknown	312.1819				13.06	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										15685.4544	16298.7792	28042.57067	17863.04	16515.066	13011.12	16101.491	7758.912	14421.456	10609.28	7955.7408	18731.53	78950.67564	14960.6352	73441.56	17277.4	13611.22667	11430.705	14672.5152
unknown				unknown	312.1835				15.08	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										10927.536	12081.7368	8443.545	13010.4	13950.812	13132.32	21414.232	7698.672	9251.328	8153.788	9287.7744	15530.73133	11479.838	10263.5328	33342.09778	10035.984	12646.2	21202.56	8372.804
unknown				unknown	312.311				15.1	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										45835.664	39928.17667	44741.32	49300.416	61453.44733	200294.3843	34761.2928	210720.2933	47378.229	53780.925	89586.102	35269.1792	52568.744	111467.8067	44269.05	39481.296	44737.606	113612.1133	42200.641
unknown				unknown	313.0908				14.1	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										98752.0356	82515.1	246360.4756	116441.392	154996.702	23564.584	17673.57771	18491.92571	141285.4015	217954.275	52771.329	15744.49543	51661.8628	21806.88	138357.086	57180.4632	94543.2864	79381.008	159840.56
unknown				unknown	313.0897				14.49	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										27868.27333	46243.0584	118289.344	37748.4032	51210.8	15905.472	8241.3792	14032.192	40897.528	67595.1808	19932.82	8154.690667	34697.088	14103.524	52320.121	28826.60978	44147.77556	40856.64	40050.2112
unknown				unknown	313.0889				15.09	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										26361.024	26440.092	75295	31276.608	64217.226	26879.088	12781.2304	28683.907	30055.768	49480.0384	18464.985	9881.82	41586.244	15431.4384	101025.0094	38128.122	31063.19533	29300.736	33900.8208
unknown				unknown	313.0892				13.57	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										24008.4752	40039.93467	61253.91	39357.61333	64773.306	10914.7632	5830.586667	11141.31667	37372.896	81804.386	34246.778	6022.333333	15729.464	11709.8784	51400.282	19863.854	28760.20364	39749.6	44598.7344
unknown				unknown	313.1785				11.88	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										45731.44727	49172.93	48987.8284	45759.49771	48208.70769	42942.80167	43359.70909	41024.34109	46282.2688	42483.03564	30143.0952	40457.1396	47340.06545	45822.29236	131943.489	30958.22	50140.68582	41338.752	41380.4352
unknown				unknown	314.0902				14.09	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										16863.84	16659.0648	50216.4388	24136.176	28467.061	5903.128	3168.4136	4518	28741.32218	37628.58	10556.1504	4252.0968	10081.4976	4904.5128	27678.644	13539.2544	18227.4136	15693.332	26462.6784
unknown				unknown	314.1497				6.98	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										46586.80364	10854.0432	23792.304	8708.9688	310.8266667	3275.968	318.2302857	1590.0192	46978.2712	12175.473	2047.82	9323.9136	24442.44073	7516.704	69159.91333	13430.175	20538.848	0	4145.264
unknown				unknown	315.1361				7.64	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										71639.41143	7162.555429	1497.453333	113341.3872	3336.902	153643.4688	0	59910.7256	11259.4944	209023.62	2818.764	25863.368	40513.94738	48316.506	144269.5384	8698.319429	2928.258667	4356.906667	7340.89
unknown				unknown	315.2666				10.84	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										17442.0288	19240.39	13898.52343	25082.57818	35480.9856	64815.93867	14767.944	69186.48	14661.1328	85822.7392	7249558.704	13380.67933	18979.72	27414.567	51620.78286	18071.44	15563.9104	41124.258	29707.00033
unknown				unknown	319.1304				5.58	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										2145569.351	86794.312	188079.6867	158465.13	3302.156	104516.88	24785.949	75320.38267	2233940.16	162494.598	236357.5557	1099206.986	3253494.627	784392.8229	2417665.45	579362.72	377217.036	3703.068444	9794.3625
unknown				unknown	319.1185				5.61	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										85842.6464	2761.25	3174.976	10393.8912	2407.592	10925.722	1697.7904	12149.9744	11683.65	15671.993	7443.192	33546.996	62838.765	17469.6	43391.6496	4939.68	3565.62	13103.575	3724.503
unknown				unknown	320.1343				5.58	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										337046.9691	11466	30447.60369	20357.74	519.524	12902.184	5395.298667	10301.52857	378252.8514	23341.272	32101.36	175618.634	580653.3465	112372.92	428114.44	71890.528	53650.08	535.834	1988.712
unknown				unknown	323.2328				13.73	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										21054.81891	5361.063333	12564.67333	18335.02667	16961.854	19033.13143	13191.83	17562.65143	16072.032	22129.72667	15600.43333	13788.548	20559.108	24311.51867	17963.568	13876.992	14969.86333	22235.4392	20177.05
unknown				unknown	325.1964				12.4	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										2148266.054	2266616.171	2304090.178	2102028.672	1446072.3	2117768.383	2304079.413	1820306.767	2537281.385	1936056.964	1889210.424	1679218.861	2337497.997	2398712.393	3783665.14	2721519.57	2418116.418	1299920.49	2566858.633
unknown				unknown	325.1962				13.59	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										174118.6656	908647.0616	228496.1152	117443.336	162724.0104	86149.5272	190911.9784	79117.036	1011345.656	138774.528	73350.5296	124522.916	138181.382	167210.0743	124901.616	68950.704	169244.688	182065.2133	130830.42
unknown				unknown	325.1968				14.27	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										294010.6166	197333.235	214910.0135	137801.1832	131023.3344	147183.7973	141648.336	128333.14	127832.152	226936.128	84571.4555	82908.02933	295531.3428	170888.832	219217.152	168542.0352	124657.093	180279.2117	280737.3157
unknown				unknown	325.1971				14.88	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										196363.108	185396.9425	127106.4	218594.6073	228455.8382	105686.1	154022.19	145130.205	167302.9257	218138.8451	104826.624	313156.2165	96099.076	190501.9627	162580.0486	150723.256	163890.4834	90911.162	79695.148
unknown				unknown	325.1966				15.22	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										123581.208	112951.5912	144395.402	96717.334	110017.2032	112986.144	115212.904	76183.12	99548.144	112907.9552	86408.8272	94063.64	110670.2768	111761.8744	117441.044	170085.4857	73123.26667	111525.5712	192281.7991
CHEBI:39248	C21H42O2	CCCCCCCCCCCCCCCCCCCCC(O)=O	"InChI=1S/C21H42O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21(22)23/h2-20H2,1H3,(H,22,23)"	Heneicosanoic acid	325.3112				15.63	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										27659.34	26646.6368	28186.704	27272.144	27807.287	41007.988	28100.20733	47176.052	30079.41689	29359.0264	24222.495	27012.8976	31971.85333	48099.678	31070.94	28705.618	30971.98	33086.69933	27089.205
unknown				unknown	326.1998				12.41	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										387294.93	440156.0194	479929.96	391203.1286	417796.2629	310041.9771	407000.5726	275428.4825	433468.8	365226.9573	231617.316	293307.399	433014.9846	401598.2523	684349.4914	434794.4055	405982.2713	416492.01	460015.376
unknown				unknown	326.2001				14.24	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										14502.18	28859.55378	17080.28267	23328.12114	16428.016	11528.979	19755.44	87476.34329	20996.8752	54561.57811	11852.42057	29064.585	19132.224	24083.952	36872.806	31041.80571	28091.93829	30721.61538	27668.768
unknown				unknown	326.2006				13.6	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										23080.9024	17883.684	20837.85	20065.304	34825.02545	10529.078	20648.558	10923.001	20495.349	25597.75	9407.6136	18910.65	17835.18933	15926.134	17093.274	22662.288	42044.05244	12853.082	19203.2368
unknown				unknown	326.2001				14.82	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										17228.64	21813.08571	21382.83333	22543.94629	13156.416	15356.95	15655.9	17706.36	20707.074	20431.46971	24270.00333	21698.448	11481.744	31582.22836	20769.76686	26163.29143	25082.74629	17923.456	19746.672
unknown				unknown	326.2001				15.41	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										11956.576	15697.241	13924.02	12624.208	18416.29533	12191.564	29522.02267	4698.72	14358.832	14987.712	10660.71	14885.148	17961.58	11286.47733	11440.85	14973.178	14419.062	14334.74	11093.445
unknown				unknown	327.1959				12.4	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										68364.83333	76390.73156	67606.714	66615.96	80610.93767	52686.288	70667.385	42768.03333	82793.21538	53849.45143	37836.486	58085.8005	65850.015	64202.515	133710.4987	76509.13422	78602.15	73426.32	69934.77
unknown				unknown	329.2467				7.39	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										3733.226667	1457.082	1529.588	46244.594	1515.888	46545.287	124.16	79229.1728	1650.165	95231.908	289140.138	1397.104	2325.778667	6974.634	86253.42175	1890.594	999.984	4764.342857	4009.698
unknown				unknown	330.1457				6.23	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										46119.02867	8583.06	16866.135	3122.208	0	1747.291429	465.5796364	855.2305	104131.3867	3180.408	819.1085714	12741.84667	20134.8816	7227.771429	63344.87867	26944.49292	21465.6768	188.8	176.712
unknown				unknown	332.1627				6.53	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										164289.6425	18699.282	25477.42154	19565.41067	2115.54	9846.214545	11225.85644	7573.538286	143821.9696	13828.18182	11238.60873	148469.5145	432415.342	59992.14545	255937.8144	37844.53309	29432.04615	961.5424	2655.801176
unknown				unknown	333.1467				6.54	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										794939.632	867.2914286	6178.865143	15906	213.6461538	35671.38462	190.197	8266.6235	109823.382	65141.538	14117.57714	166367.306	228246.4333	102487.368	327990.0555	152451.5665	17792.5328	425.1432	2679.499636
unknown				unknown	334.1502				6.54	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										101640.7728	1579.347692	1989.747692	4276.921667	0	5178.517333	141.0176842	2635.122857	20431.55782	11009.54545	4204.967	29257.86554	38292.76677	15572.06031	49773.43631	19837.63059	4171.553846	129.4384	348.8216471
unknown				unknown	335.115				4.28	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										81821.5008	1150.6512	2546.6496	5991.336	0	3902.21	379.656	3613.898	30862.3168	4744.995	1698.486	34063.65	106405.53	12089.88	34255.98	4616.248	3648.536	734.8466667	2662.086
unknown				unknown	337.2178				12.78	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										21230.7512	27747.849	49064.9872	44245.59709	22958.9136	18779.714	25494.50844	14287.9792	30692.74473	18733.396	13574.4896	21428.648	21090.4448	21575.1024	22834.16	22439.214	29125.616	22030.91467	21046.4584
unknown				unknown	337.2491				13.74	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										25233.57667	8987.310667	21635.81333	33116.28667	32219.57829	37246.232	27513.064	39738.81143	22839.216	38489.1	36682.1	23546.02	27050.824	38840.60267	28505.568	23031.952	20774.75	36957.128	33054.224
unknown				unknown	339.2125				12.87	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										2513165.129	2395004.177	2592549.715	2585350.422	2190040.537	1692928.777	2427227.971	1620830.558	2093423.581	1926018.343	1515162.385	1788415.638	1994188.544	2461405.514	3423044.46	2902872.933	2816884.334	1272855.375	2537659.402
unknown				unknown	339.2123				14.23	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										220817.8286	155414.0544	321144.42	480453.5618	256100.0867	135219.489	195321.2536	134373.4773	337003.9825	261513.888	101404.6492	267278.55	111323.2467	153450.6057	185667.0686	166180.088	149600.016	193924.2655	254483.95
unknown	C22H27O3			unknown	339.2122				13.67	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										556876.485	1.45E+07	374850.9405	197517.1467	357896.3652	144732.69	347483.668	168836.7674	365994.144	525085.548	74821.84667	155860.506	649557.008	328898.352	691204.8469	327345.768	743426.433	210014.9451	574527.6107
unknown				unknown	339.2125				15.32	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										98231.95	156469.2051	149411.028	181613.034	73163.35467	143166.384	81471.66133	110847.514	141018.28	101022.48	110579.6571	130756.9013	158055.566	348071.0174	129605.484	144788.8867	382586.3685	131265.262	148759.5823
unknown				unknown	339.213				14.79	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										109522.232	188566.224	208536.9615	224975.1936	134549.22	180846.6328	263189.3356	151610.415	186038.424	94737.608	107854.02	168255.385	151549.4629	149024.6006	178760.805	385495.3405	191041.63	38925.32	166045.536
unknown				unknown	339.2463				13.78	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										343506.924	2.55E+07	187391.085	3811806.363	3250089.907	98102.624	184800.98	82360.128	190262.016	141263.122	69306.391	150452.748	169465.034	124590.074	149865.072	185649.585	587235.5936	1494273.739	150731.13
unknown				unknown	340.2157				12.87	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										440506.1345	441804.608	541464.3532	517145.3373	444376.689	303860.35	440654.8055	266678.3731	421038.407	371846.9203	201949.7107	330427.584	295129.2456	383320.6615	748731.6267	495608.927	513605.302	322653.2417	407206.5394
unknown				unknown	340.2143				14.27	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										20566.028	27291.704	53846.981	45474.78756	43202.53422	24073.5024	23312.88	21901.8096	57919.91543	37396.992	19730.0376	42084.5312	45559.23267	43838.51314	40089.088	27295.3296	39596.5168	32471.516	37693.6512
unknown				unknown	340.2153				13.65	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										32611.229	2944411.241	25752.92267	28036.104	349240.699	21454.6384	22722.528	15536.76	21734.592	22768.2	11926.2	18728.42	20773.6	25274.606	30346.393	29042.906	37857.952	24586.7024	20876.87333
unknown				unknown	341.2103				12.87	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										67935.68	73453.9425	88613.77108	74893.8575	71035.262	48522.02036	84542.97508	43739.026	74169.27433	62843.97292	37008.02133	65901.4776	69436.288	67157.46364	114523.86	70982.6208	84743.61	64696.5876	72197.12618
unknown				unknown	342.1446				7.23	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										69015.64615	14707.6776	7137.005714	3348.602667	0	819.2186667	107.2656	0	30274.94867	8190.373333	831.22	10708.30133	7119.58	4216.566667	36936.102	49238.956	13539.704	99.3824	149.1582857
unknown				unknown	347.2345				13.39	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										5902.12	4288.477714	3673.942857	17668.548	16928.1425	20997.921	1060.123429	19490.428	4516.714286	25127.956	21562.34	4496.248571	10213.79657	32576.556	13960.98286	3023.617714	4781.468	29029.655	23007.22333
unknown				unknown	349.1418				6.3	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										66756.72457	5551.976667	10767.84686	11549.648	808.7955	10562.588	656.4444444	7215.382857	57677.312	18526.748	5854.217143	33251.2752	88222.3	36763.52533	109616.9455	22720.37257	12760.84	1548.797143	5817.462857
unknown				unknown	349.1416				5.79	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										245098.089	3126.218667	7457.745778	5703.971	174.1548	8698.305	292.1403636	3281.04	73426.465	15262.083	10732.22229	74185.53818	64879.756	33652.18286	116575.5933	82005.90892	13788.13333	225.2413333	2570.302545
unknown				unknown	349.2496				13.98	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										25147.872	10287.47378	17755.31267	26450.82	25646.7856	20372.20171	4698.2	24491.26057	19586.43467	23658.344	20675.512	19210.9775	21138.975	26603.456	30683.709	17730.73067	17707.62	28107.36187	30016.09709
unknown				unknown	351.1581				5.59	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										97190.3552	6504.84	14084.89133	13431.29	503.4085714	8577.226667	2270.622	8349.66	158973.36	19637.8425	16128.70133	85953.69846	203065.3582	53171.044	164979.1	43207.97714	26626.08	355.4284444	1828.281
unknown				unknown	351.2648				14.52	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										17944.56667	19876.56	25231.50343	21986.14	18772.86133	26023.68	23102.94933	23331.5524	20960.53714	22652.496	13454.9352	19746.0164	23817.45818	27981.30933	22190.574	18562.2696	19031.62667	25652.51455	25170.7788
unknown				unknown	353.2139				11.93	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										38387.4768	33819.552	56770.22727	55961.07	37657.0464	37651.628	33992.6832	40040.904	42884.40727	33358.143	25928.07855	35265.89673	32219.84	36977.12667	43270.6688	38006.392	32956.7616	36300.616	31687.764
CHEBI:42394	C23H46O2	CCCCCCCCCCCCCCCCCCCCCCC(O)=O	"InChI=1S/C23H46O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23(24)25/h2-22H2,1H3,(H,24,25)"	Tricosanoic acid	353.3425				16.34	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										38916.318	14697.74667	30937.2096	54125.67333	48824.1	60495.012	34632.25	68781.02857	36089.816	64448.24	59052.59455	33152.7272	46279.3275	64091.81333	52782.288	33933.582	38273.71333	67230.9584	63531.56291
unknown	C16H20O9			unknown	355.1077				5.58	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										53032.09455	6178.978	8579.668667	8589.009455	178.6046154	6094.269	1950.3104	4133.945333	64274.34462	8322.655273	14538.86364	43994.80123	59063.776	28475.57908	68799.60114	18731.53	13022.31564	472.69375	1012.704
unknown	C22H44O3			unknown	355.3335				13.93	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										18859.6512	9684.984	23404.73033	16249.3795	11009.13	5227.7904	23248.008	8059.7775	21152.0736	11877.849	6084.9975	19367.67086	16199.18	10951.11257	17492.97	31160.65018	29150.51333	6191.203429	13637.68914
unknown				unknown	357.1476				6.27	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										51409.0056	4575.4632	4251.8144	39943.73667	184.528	56735.60167	160.704	66214.6632	29200.677	57955.2304	2445.0944	26559.666	53493.12	27273.65333	110973.416	12081.7368	5229.2336	5554.5696	16458.892
unknown				unknown	358.1403				6.54	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										172372.8182	20490.23033	10132.92133	6600.7696	573.3612632	5041.736364	523.264	1245.88	166740.5497	9238.863636	2500.064727	39857.20582	21030.9192	10507.32218	123007.2756	167334.2385	21093.2464	574.0896	610.4378824
unknown				unknown	359.1275				7.64	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										40083.456	6742.89	1206.12	59777.12533	1532.228571	115726.4384	0	50272.9656	9097.4208	169434.992	1951.452	20296.608	27666.191	38167.5664	122043.8527	5897.165714	2182.534857	2515.918857	3924.065
unknown				unknown	360.1576				6.42	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										187545.84	674.4864	3600.890222	4339.152	101.3415	5998.5096	221.5061333	2202.757818	26106.2824	14190.188	4517.4	36509.0012	50078.41969	18249.084	69479.40533	35219.84582	7071.654222	0	129.864
unknown				unknown	361.1422				7.95	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										1274298.156	55603.92145	76689.17455	119866.068	1649.088333	443992.7172	123.7858462	207833.344	646646.713	376202.078	37872.624	205329.4592	1383491.894	360956.7836	2012093.764	538040.8389	77600.70667	8639.703636	51187.2744
unknown				unknown	361.1425				6.5	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										4888538.662	4745.622545	32567.364	69396.48	844.896	168595.6371	100.2473333	38252.52971	827902.1686	329795.388	108968.1385	609162.3552	1450053.061	598230.5949	2226337.097	846400.1434	117045.4133	2073.557867	2492.28
unknown				unknown	361.1291				6.63	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										86914.66	6886.424889	4985.5232	18335.44	117.5769412	15329.37631	388.7768889	10344.27477	33210.80509	42140.21082	4179.394182	22782.9492	55803.3682	14461.60471	97203.6616	61120.84622	7998.605143	526.1286316	3039.043765
unknown				unknown	361.2497				13.39	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										7744.935	4661.912571	4589.417143	23676.538	18099.1	46288.6592	2252.762286	66743.192	6504.068571	33993.812	35847.408	5171.288571	13453.78629	38926.2408	19249.05143	4240.292571	4287.842	46167.7184	26740.90909
unknown				unknown	362.1458				6.5	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										977861.7271	204.7771429	5275.522286	14905.85	0	19502.01143	0	3234.329	111892.536	48276.93257	14503.04	156944.4886	184512.2487	91869.33257	326614.3909	104096.292	18070.28571	280.4136	346.0014545
unknown				unknown	363.2087				13.39	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										9419.450667	6191.790857	3408.937143	27829.72229	24006.34933	69679.89273	2252.762286	61418.18343	5540.502857	44289.67333	31029.4656	6786.562857	12815.424	51587.477	23284.918	3866.857714	4697.16	57044.1728	32896.84571
unknown				unknown	363.2653				13.97	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4144	Oleaceae										29830.15714	12300.42457	18223.58067	44314.78133	40367.4864	38406.89867	3481.211429	50123.9608	19947.5136	56751.0615	37109.89333	21187.74133	41566.6048	62837.55323	42923.461	21152.776	20730.78356	44237.612	47657.03091
